REPORTID,USERID,REPORTTYPEID,ADDEDBY,HOSTID,LATITUDE,LONGTITUDE,RADIUSSIMPACT,DESCRIPTION,PRICE,REPORTSTATUSID,DATE,TIME,CREATEDTIME,LASTMODIFIEDTIME,ADDRESS,TOTALNUMBERINJURED,TOTALNUMBERKILLED,VEHICLETYPECODE
160420046, , , , ,-7911887.758835414,5213119.59865067, , , , ,2/11/2016,7:08:38 AM, , ,05/06/2017 14:44:53, , ,mv
160420116, , , , ,-7910323.942628751,5206347.454335602, , , , ,2/11/2016,10:54:03 AM, , ,05/06/2017 14:44:53, , ,mv
160420154, , , , ,-7907475.833456805,5210687.857071391, , , , ,2/11/2016,12:49:18 PM, , ,05/06/2017 14:44:53, , ,mv
160420174, , , , ,-7914018.859167162,5209189.846399943, , , , ,2/11/2016,1:22:00 PM, , ,05/06/2017 14:44:53, , ,mv
160420199, , , , ,-7909796.844839845,5205457.368731173, , , , ,2/11/2016,2:45:27 PM, , ,05/06/2017 14:44:53, , ,mv
160420203, , , , ,-7913010.304580576,5204499.799797442, , , , ,2/11/2016,2:54:15 PM, , ,05/06/2017 14:44:53, , ,mv
160420204, , , , ,-7916956.4692097055,5199659.559967501, , , , ,2/11/2016,2:57:10 PM, , ,05/06/2017 14:44:53, , ,ped
160420219, , , , ,-7909795.620325446,5210327.072164254, , , , ,2/11/2016,3:30:20 PM, , ,05/06/2017 14:44:53, , ,mv
160420261, , , , ,-7914019.749723088,5201234.439101207, , , , ,2/11/2016,5:48:01 PM, , ,05/06/2017 14:44:53, , ,mv
160420262, , , , ,-7914072.626481215,5211568.4949743105, , , , ,2/11/2016,5:53:52 PM, , ,05/06/2017 14:44:53, , ,ped
160420275, , , , ,-7914887.596473312,5208079.252039798, , , , ,2/11/2016,6:47:08 PM, , ,05/06/2017 14:44:53, , ,ped
160420301, , , , ,-7913161.587768563,5207884.606574957, , , , ,2/11/2016,9:01:25 PM, , ,05/06/2017 14:44:53, , ,mv
160430059, , , , ,-7911308.340885838,5217331.255455293, , , , ,2/12/2016,7:04:16 AM, , ,05/06/2017 14:44:53, , ,mv
160430075, , , , ,-7914105.799689472,5201310.707796025, , , , ,2/12/2016,7:45:52 AM, , ,05/06/2017 14:44:53, , ,ped
160430097, , , , ,-7915194.059031467,5211612.769971993, , , , ,2/12/2016,8:35:49 AM, , ,05/06/2017 14:44:53, , ,mv
160430196, , , , ,-7912054.626752115,5209796.159099235, , , , ,2/12/2016,2:01:53 PM, , ,05/06/2017 14:44:53, , ,ped
160430211, , , , ,-7903810.416583456,5219320.527366165, , , , ,2/12/2016,2:46:01 PM, , ,05/06/2017 14:44:53, , ,mv
160430215, , , , ,-7910614.263860741,5214495.758848681, , , , ,2/12/2016,2:51:28 PM, , ,05/06/2017 14:44:53, , ,ped
160430250, , , , ,-7912404.392592187,5208363.023087642, , , , ,2/12/2016,4:31:32 PM, , ,05/06/2017 14:44:53, , ,mv
160430273, , , , ,-7908382.196750843,5208132.543142758, , , , ,2/12/2016,6:06:11 PM, , ,05/06/2017 14:44:53, , ,bike
160430278, , , , ,-7913879.153206216,5207613.494536271, , , , ,2/12/2016,6:22:20 PM, , ,05/06/2017 14:44:53, , ,mv
160430356, , , , ,-7913253.982945921,5210475.23926109, , , , ,2/12/2016,11:17:20 PM, , ,05/06/2017 14:44:53, , ,mv
160440028, , , , ,-7913869.579730008,5203701.673870039, , , , ,2/13/2016,1:25:36 AM, , ,05/06/2017 14:44:53, , ,ped
160440089, , , , ,-7913256.431974719,5211478.289071888, , , , ,2/13/2016,9:22:22 AM, , ,05/06/2017 14:44:53, , ,mv
160440165, , , , ,-7912264.130033787,5214114.6436699, , , , ,2/13/2016,2:43:27 PM, , ,05/06/2017 14:44:53, , ,mv
160440180, , , , ,-7918299.761505108,5205639.171780352, , , , ,2/13/2016,3:35:09 PM, , ,05/06/2017 14:44:53, , ,mv
160440189, , , , ,-7912659.425545594,5211068.081415043, , , , ,2/13/2016,4:03:09 PM, , ,05/06/2017 14:44:53, , ,ped
160440194, , , , ,-7918299.761505108,5205639.171780352, , , , ,2/13/2016,4:07:52 PM, , ,05/06/2017 14:44:53, , ,mv
160440295, , , , ,-7910127.686366483,5207524.831593947, , , , ,2/13/2016,9:14:34 PM, , ,05/06/2017 14:44:53, , ,ped
160440323, , , , ,-7916061.7944622,5201005.937551403, , , , ,2/13/2016,10:42:47 PM, , ,05/06/2017 14:44:53, , ,mv
160440325, , , , ,-7915622.1937930565,5211883.394099996, , , , ,2/13/2016,10:50:23 PM, , ,05/06/2017 14:44:53, , ,mv
160450203, , , , ,-7915518.55534713,5206050.0474786395, , , , ,2/14/2016,4:28:27 PM, , ,05/06/2017 14:44:53, , ,ped
160450250, , , , ,-7913564.898283707,5211357.363308582, , , , ,2/14/2016,6:35:18 PM, , ,05/06/2017 14:44:53, , ,bike
160450285, , , , ,-7911903.90016158,5213985.098130701, , , , ,2/14/2016,8:12:04 PM, , ,05/06/2017 14:44:53, , ,ped
160450293, , , , ,-7912520.944099048,5210846.570644392, , , , ,2/14/2016,8:42:31 PM, , ,05/06/2017 14:44:53, , ,mv
160450305, , , , ,-7909947.68274987,5205272.408777306, , , , ,2/14/2016,9:14:03 PM, , ,05/06/2017 14:44:53, , ,mv
160450308, , , , ,-7917546.796469382,5213838.984940405, , , , ,2/14/2016,9:19:59 PM, , ,05/06/2017 14:44:53, , ,ped
160450331, , , , ,-7912244.87176188,5213446.599335944, , , , ,2/14/2016,10:50:27 PM, , ,05/06/2017 14:44:53, , ,ped
160460006, , , , ,-7911698.181742595,5215058.873309809, , , , ,2/15/2016,12:43:58 AM, , ,05/06/2017 14:44:53, , ,mv
160460015, , , , ,-7918391.15480705,5214017.333715483, , , , ,2/15/2016,1:16:46 AM, , ,05/06/2017 14:44:53, , ,mv
160460025, , , , ,-7912989.487835797,5208011.057929992, , , , ,2/15/2016,1:59:12 AM, , ,05/06/2017 14:44:53, , ,mv
160460057, , , , ,-7909597.248992854,5210428.861505967, , , , ,2/15/2016,5:52:23 AM, , ,05/06/2017 14:44:53, , ,ped
160460102, , , , ,-7913375.766468849,5207147.609401808, , , , ,2/15/2016,9:23:22 AM, , ,05/06/2017 14:44:53, , ,mv
160460237, , , , ,-7906856.563129524,5217434.627012305, , , , ,2/15/2016,3:54:45 PM, , ,05/06/2017 14:44:53, , ,mv
160460273, , , , ,-7912800.912618392,5202584.350266547, , , , ,2/15/2016,5:27:01 PM, , ,05/06/2017 14:44:53, , ,mv
160460291, , , , ,-7911730.798353397,5205526.898955698, , , , ,2/15/2016,6:33:33 PM, , ,05/06/2017 14:44:53, , ,mv
160460365, , , , ,-7913708.38910734,5201504.315699437, , , , ,2/15/2016,9:57:57 PM, , ,05/06/2017 14:44:53, , ,mv
160460376, , , , ,-7913886.388973117,5213647.986768394, , , , ,2/15/2016,10:36:07 PM, , ,05/06/2017 14:44:53, , ,mv
160470032, , , , ,-7915442.078856953,5209962.235625966, , , , ,2/16/2016,3:04:25 AM, , ,05/06/2017 14:44:53, , ,mv
160470039, , , , ,-7919677.674162148,5201936.826266183, , , , ,2/16/2016,3:59:03 AM, , ,05/06/2017 14:44:53, , ,mv
160470073, , , , ,-7915223.447377036,5207583.237649456, , , , ,2/16/2016,6:38:00 AM, , ,05/06/2017 14:44:53, , ,mv
160470098, , , , ,-7916059.456752893,5210101.814433051, , , , ,2/16/2016,7:56:32 AM, , ,05/06/2017 14:44:53, , ,bike
160470148, , , , ,-7912231.402103494,5218637.496864274, , , , ,2/16/2016,10:33:48 AM, , ,05/06/2017 14:44:53, , ,mv
160470262, , , , ,-7910378.711818222,5215957.997622196, , , , ,2/16/2016,3:22:28 PM, , ,05/06/2017 14:44:53, , ,bike
160470310, , , , ,-7914108.693996232,5211589.578280725, , , , ,2/16/2016,5:22:13 PM, , ,05/06/2017 14:44:53, , ,ped
160470311, , , , ,-7910157.742628996,5214548.784785048, , , , ,2/16/2016,5:23:47 PM, , ,05/06/2017 14:44:53, , ,ped
160470312, , , , ,-7909322.289850594,5213184.666518968, , , , ,2/16/2016,5:29:41 PM, , ,05/06/2017 14:44:53, , ,ped
160470315, , , , ,-7915304.933244296,5207471.694438689, , , , ,2/16/2016,5:33:11 PM, , ,05/06/2017 14:44:53, , ,ped
160470342, , , , ,-7916944.446704701,5202808.376184764, , , , ,2/16/2016,6:50:35 PM, , ,05/06/2017 14:44:53, , ,mv
160470365, , , , ,-7911727.904046636,5210535.470450869, , , , ,2/16/2016,7:55:18 PM, , ,05/06/2017 14:44:53, , ,mv
160480015, , , , ,-7907263.213229391,5218461.622985786, , , , ,2/17/2016,1:30:04 AM, , ,05/06/2017 14:44:53, , ,mv
160480077, , , , ,-7914759.690378392,5201568.250801498, , , , ,2/17/2016,7:43:11 AM, , ,05/06/2017 14:44:53, , ,ped
160480102, , , , ,-7911633.616437934,5211291.103271177, , , , ,2/17/2016,8:58:03 AM, , ,05/06/2017 14:44:53, , ,ped
160480113, , , , ,-7914481.391651409,5210261.271056552, , , , ,2/17/2016,9:58:20 AM, , ,05/06/2017 14:44:53, , ,mv
160480113, , , , ,-7914481.391651409,5210261.271056552, , , , ,2/17/2016,10:28:00 AM, , ,05/06/2017 14:44:53, , ,mv
160480132, , , , ,-7911616.807194824,5203321.293603985, , , , ,2/17/2016,11:15:37 AM, , ,05/06/2017 14:44:53, , ,mv
160480179, , , , ,-7913530.055283088,5211281.314895861, , , , ,2/17/2016,1:34:00 PM, , ,05/06/2017 14:44:53, , ,mv
160480183, , , , ,-7910733.709674361,5214334.121960467, , , , ,2/17/2016,1:39:41 PM, , ,05/06/2017 14:44:53, , ,ped
160480241, , , , ,-7911390.494670042,5217129.940328537, , , , ,2/17/2016,4:06:59 PM, , ,05/06/2017 14:44:53, , ,mv
160480253, , , , ,-7911116.092125236,5211788.968442342, , , , ,2/17/2016,4:38:25 PM, , ,05/06/2017 14:44:53, , ,mv
160480342, , , , ,-7913646.384150968,5213681.426233199, , , , ,2/17/2016,8:38:21 PM, , ,05/06/2017 14:44:53, , ,ped
160490063, , , , ,-7909091.747185161,5208464.941872697, , , , ,2/18/2016,8:16:04 AM, , ,05/06/2017 14:44:53, , ,mv
160490082, , , , ,-7905894.540090087,5216474.189010883, , , , ,2/18/2016,8:57:59 AM, , ,05/06/2017 14:44:53, , ,mv
160490103, , , , ,-7908610.958304426,5211495.757927476, , , , ,2/18/2016,10:01:00 AM, , ,05/06/2017 14:44:53, , ,mv
160490135, , , , ,-7911711.76272047,5205349.010956599, , , , ,2/18/2016,11:38:24 AM, , ,05/06/2017 14:44:53, , ,mv
160490196, , , , ,-7911879.8551515695,5211881.285701829, , , , ,2/18/2016,2:13:14 PM, , ,05/06/2017 14:44:53, , ,mv
160490232, , , , ,-7909198.279937849,5209098.609258586, , , , ,2/18/2016,4:00:42 PM, , ,05/06/2017 14:44:53, , ,mv
160490236, , , , ,-7922735.286615766,5204064.012304672, , , , ,2/18/2016,4:10:52 PM, , ,05/06/2017 14:44:53, , ,mv
160490283, , , , ,-7918977.029287094,5215498.632053886, , , , ,2/18/2016,6:10:04 PM, , ,05/06/2017 14:44:53, , ,bike
160490286, , , , ,-7919911.779051286,5214159.834391307, , , , ,2/18/2016,6:16:58 PM, , ,05/06/2017 14:44:53, , ,ped
160490332, , , , ,-7913283.259972,5208760.467384684, , , , ,2/18/2016,8:41:21 PM, , ,05/06/2017 14:44:53, , ,ped
160490359, , , , ,-7913552.541820228,5213424.9093967965, , , , ,2/18/2016,9:59:54 PM, , ,05/06/2017 14:44:53, , ,bike
160500004, , , , ,-7909461.995811539,5214785.4467754625, , , , ,2/19/2016,12:32:11 AM, , ,05/06/2017 14:44:53, , ,mv
160500065, , , , ,-7915105.782675267,5205903.003103239, , , , ,2/19/2016,6:56:46 AM, , ,05/06/2017 14:44:53, , ,mv
160500078, , , , ,-7911375.911816747,5213241.300027566, , , , ,2/19/2016,8:27:23 AM, , ,05/06/2017 14:44:53, , ,mv
160500080, , , , ,-7914189.957224512,5210752.305905552, , , , ,2/19/2016,8:34:47 AM, , ,05/06/2017 14:44:53, , ,ped
160500094, , , , ,-7912477.529497638,5210431.873041613, , , , ,2/19/2016,9:22:01 AM, , ,05/06/2017 14:44:53, , ,ped
160500125, , , , ,-7918194.453266818,5205725.108044761, , , , ,2/19/2016,10:51:02 AM, , ,05/06/2017 14:44:53, , ,mv
160500139, , , , ,-7913568.571826903,5208133.747464934, , , , ,2/19/2016,11:58:10 AM, , ,05/06/2017 14:44:53, , ,mv
160500172, , , , ,-7911734.694535575,5207562.765382833, , , , ,2/19/2016,1:54:54 PM, , ,05/06/2017 14:44:53, , ,ped
160500181, , , , ,-7911849.687569564,5211085.700101207, , , , ,2/19/2016,2:17:25 PM, , ,05/06/2017 14:44:53, , ,ped
160500246, , , , ,-7917290.984279539,5213852.843001867, , , , ,2/19/2016,4:44:39 PM, , ,05/06/2017 14:44:53, , ,bike
160500247, , , , ,-7915192.611878087,5201659.114605867, , , , ,2/19/2016,4:49:43 PM, , ,05/06/2017 14:44:53, , ,mv
160500267, , , , ,-7910423.796211993,5216032.124952157, , , , ,2/19/2016,5:20:06 PM, , ,05/06/2017 14:44:53, , ,mv
160500267, , , , ,-7910423.796211993,5216032.124952157, , , , ,2/19/2016,6:11:19 PM, , ,05/06/2017 14:44:53, , ,mv
160500315, , , , ,-7913530.055283088,5211281.314895861, , , , ,2/19/2016,7:33:58 PM, , ,05/06/2017 14:44:53, , ,ped
160500324, , , , ,-7913227.934185076,5206218.91804066, , , , ,2/19/2016,8:15:40 PM, , ,05/06/2017 14:44:53, , ,mv
160500332, , , , ,-7913987.355751267,5202486.556864591, , , , ,2/19/2016,8:35:45 PM, , ,05/06/2017 14:44:53, , ,mv
160500384, , , , ,-7904731.140091807,5220102.486017373, , , , ,2/19/2016,11:50:33 PM, , ,05/06/2017 14:44:53, , ,mv
160510052, , , , ,-7910871.634523455,5213045.9459781805, , , , ,2/20/2016,3:13:51 AM, , ,05/06/2017 14:44:53, , ,mv
160510052, , , , ,-7910871.634523455,5213045.9459781805, , , , ,2/20/2016,3:42:57 AM, , ,05/06/2017 14:44:53, , ,mv
160510074, , , , ,-7913951.288236251,5202266.600621638, , , , ,2/20/2016,6:10:00 AM, , ,05/06/2017 14:44:53, , ,mv
160510121, , , , ,-7918580.843219361,5215874.379074842, , , , ,2/20/2016,10:46:12 AM, , ,05/06/2017 14:44:53, , ,mv
160510150, , , , ,-7916101.758159395,5206377.406251975, , , , ,2/20/2016,12:00:53 PM, , ,05/06/2017 14:44:53, , ,bike
160510184, , , , ,-7909434.499897313,5208768.747651507, , , , ,2/20/2016,1:43:26 PM, , ,05/06/2017 14:44:53, , ,mv
160510211, , , , ,-7910799.499493419,5211074.406067844, , , , ,2/20/2016,2:58:24 PM, , ,05/06/2017 14:44:53, , ,mv
160510280, , , , ,-7913805.904981275,5211960.20035324, , , , ,2/20/2016,6:18:43 PM, , ,05/06/2017 14:44:53, , ,mv
160510347, , , , ,-7914040.455148376,5213727.217403632, , , , ,2/20/2016,9:04:37 PM, , ,05/06/2017 14:44:53, , ,mv
160510351, , , , ,-7912459.273101146,5214244.642894098, , , , ,2/20/2016,9:35:12 PM, , ,05/06/2017 14:44:53, , ,mv
160520052, , , , ,-7917658.895196611,5200972.843642525, , , , ,2/21/2016,2:00:37 AM, , ,05/06/2017 14:44:53, , ,mv
160520077, , , , ,-7913496.214157886,5213268.713177334, , , , ,2/21/2016,3:22:54 AM, , ,05/06/2017 14:44:53, , ,mv
160520113, , , , ,-7909406.670024616,5214271.908311266, , , , ,2/21/2016,8:02:17 AM, , ,05/06/2017 14:44:53, , ,mv
160520148, , , , ,-7912713.972096084,5213614.69804912, , , , ,2/21/2016,10:23:02 AM, , ,05/06/2017 14:44:53, , ,ped
160520177, , , , ,-7909191.712087892,5205709.455847496, , , , ,2/21/2016,11:56:18 AM, , ,05/06/2017 14:44:53, , ,mv
160520220, , , , ,-7918904.560298587,5213218.706831927, , , , ,2/21/2016,1:40:03 PM, , ,05/06/2017 14:44:53, , ,mv
160520238, , , , ,-7912762.618713561,5207656.095192437, , , , ,2/21/2016,2:01:07 PM, , ,05/06/2017 14:44:53, , ,mv
160520246, , , , ,-7909432.830104951,5209358.622372033, , , , ,2/21/2016,2:36:06 PM, , ,05/06/2017 14:44:53, , ,mv
160520259, , , , ,-7917596.333642785,5216115.594225917, , , , ,2/21/2016,3:09:42 PM, , ,05/06/2017 14:44:53, , ,ped
160520327, , , , ,-7914481.391651409,5210261.271056552, , , , ,2/21/2016,6:43:00 PM, , ,05/06/2017 14:44:53, , ,mv
160520350, , , , ,-7912845.774373182,5203007.130272345, , , , ,2/21/2016,8:07:04 PM, , ,05/06/2017 14:44:53, , ,mv
160520358, , , , ,-7911968.688105221,5204659.01168909, , , , ,2/21/2016,8:36:46 PM, , ,05/06/2017 14:44:53, , ,mv
160520359, , , , ,-7912346.951734937,5208786.36206137, , , , ,2/21/2016,8:27:11 PM, , ,05/06/2017 14:44:53, , ,ped
160520372, , , , ,-7915831.58575524,5209610.963867762, , , , ,2/21/2016,9:12:57 PM, , ,05/06/2017 14:44:53, , ,mv
160520400, , , , ,-7912033.921326827,5210404.769255268, , , , ,2/21/2016,10:58:44 PM, , ,05/06/2017 14:44:53, , ,mv
160520400, , , , ,-7912033.921326827,5210404.769255268, , , , ,2/21/2016,11:05:04 PM, , ,05/06/2017 14:44:53, , ,mv
160530047, , , , ,-7918661.327211206,5213597.978419793, , , , ,2/22/2016,6:51:33 AM, , ,05/06/2017 14:44:53, , ,bike
160530048, , , , ,-7910154.625683255,5205923.020268911, , , , ,2/22/2016,6:56:25 AM, , ,05/06/2017 14:44:53, , ,ped
160530062, , , , ,-7907964.8599798605,5217271.433072957, , , , ,2/22/2016,7:40:10 AM, , ,05/06/2017 14:44:53, , ,ped
160530118, , , , ,-7913242.071760407,5210325.716988092, , , , ,2/22/2016,10:35:30 AM, , ,05/06/2017 14:44:53, , ,mv
160530119, , , , ,-7916888.34168134,5205268.495912469, , , , ,2/22/2016,10:41:15 AM, , ,05/06/2017 14:44:53, , ,mv
160530127, , , , ,-7913184.742222647,5203415.333982136, , , , ,2/22/2016,11:11:13 AM, , ,05/06/2017 14:44:53, , ,mv
160530132, , , , ,-7912177.634789441,5211593.192566535, , , , ,2/22/2016,11:33:32 AM, , ,05/06/2017 14:44:53, , ,mv
160530140, , , , ,-7910265.611215576,5206704.6258164095, , , , ,2/22/2016,11:58:33 AM, , ,05/06/2017 14:44:53, , ,mv
160530163, , , , ,-7909847.829166628,5204258.127877699, , , , ,2/22/2016,12:41:31 PM, , ,05/06/2017 14:44:53, , ,mv
160530217, , , , ,-7909074.158705615,5205034.930906743, , , , ,2/22/2016,3:34:18 PM, , ,05/06/2017 14:44:53, , ,mv
160530249, , , , ,-7910822.987905977,5211965.621994654, , , , ,2/22/2016,4:52:37 PM, , ,05/06/2017 14:44:53, , ,mv
160530270, , , , ,-7911413.983082599,5214490.787682374, , , , ,2/22/2016,5:42:34 PM, , ,05/06/2017 14:44:53, , ,mv
160530279, , , , ,-7912789.669349823,5208777.329026584, , , , ,2/22/2016,6:12:22 PM, , ,05/06/2017 14:44:53, , ,mv
160530301, , , , ,-7911144.255956408,5206964.874281975, , , , ,2/22/2016,7:02:39 PM, , ,05/06/2017 14:44:53, , ,ped
160540037, , , , ,-7920193.306043501,5214672.914842999, , , , ,2/23/2016,5:42:45 AM, , ,05/06/2017 14:44:53, , ,mv
160540070, , , , ,-7912033.921326827,5210404.769255268, , , , ,2/23/2016,8:04:55 AM, , ,05/06/2017 14:44:53, , ,bike
160540169, , , , ,-7911074.124677207,5208401.712955226, , , , ,2/23/2016,1:15:19 PM, , ,05/06/2017 14:44:53, , ,bike
160540206, , , , ,-7910119.337404674,5214569.573443418, , , , ,2/23/2016,3:34:03 PM, , ,05/06/2017 14:44:53, , ,mv
160540231, , , , ,-7911642.299358216,5203552.709843245, , , , ,2/23/2016,4:45:49 PM, , ,05/06/2017 14:44:53, , ,mv
160540255, , , , ,-7909901.373841699,5215166.7396136485, , , , ,2/23/2016,5:48:08 PM, , ,05/06/2017 14:44:53, , ,ped
160540296, , , , ,-7910035.179869634,5205757.917542142, , , , ,2/23/2016,8:03:14 PM, , ,05/06/2017 14:44:53, , ,mv
160540298, , , , ,-7907928.681145352,5217094.077753858, , , , ,2/23/2016,8:10:14 PM, , ,05/06/2017 14:44:53, , ,mv
160550043, , , , ,-7908372.511955146,5213002.266749786, , , , ,2/24/2016,7:12:57 AM, , ,05/06/2017 14:44:53, , ,mv
160550049, , , , ,-7909308.152275262,5206370.783709551, , , , ,2/24/2016,7:42:26 AM, , ,05/06/2017 14:44:53, , ,mv
160550065, , , , ,-7912212.58910955,5211788.064852081, , , , ,2/24/2016,8:28:10 AM, , ,05/06/2017 14:44:53, , ,ped
160550068, , , , ,-7913148.006790686,5212474.968929091, , , , ,2/24/2016,8:45:21 AM, , ,05/06/2017 14:44:53, , ,mv
160550080, , , , ,-7918199.573963394,5215375.847066805, , , , ,2/24/2016,9:12:16 AM, , ,05/06/2017 14:44:53, , ,bike
160550108, , , , ,-7907571.011621434,5218152.532942179, , , , ,2/24/2016,11:08:33 AM, , ,05/06/2017 14:44:53, , ,ped
160550127, , , , ,-7914125.837197814,5201505.218309638, , , , ,2/24/2016,12:10:56 PM, , ,05/06/2017 14:44:53, , ,ped
160550166, , , , ,-7911721.892794134,5209242.842634669, , , , ,2/24/2016,2:17:06 PM, , ,05/06/2017 14:44:53, , ,ped
160550174, , , , ,-7910258.598087655,5214223.101763685, , , , ,2/24/2016,2:52:25 PM, , ,05/06/2017 14:44:53, , ,ped
160550179, , , , ,-7911870.726953324,5211871.948515591, , , , ,2/24/2016,3:14:29 PM, , ,05/06/2017 14:44:53, , ,mv
160550186, , , , ,-7911676.58576138,5213357.731150545, , , , ,2/24/2016,3:44:43 PM, , ,05/06/2017 14:44:53, , ,mv
160550209, , , , ,-7912592.077253664,5211955.832922134, , , , ,2/24/2016,4:29:42 PM, , ,05/06/2017 14:44:53, , ,ped
160550235, , , , ,-7914882.364457245,5213431.988746473, , , , ,2/24/2016,5:46:24 PM, , ,05/06/2017 14:44:53, , ,ped
160550238, , , , ,-7909848.497083574,5211631.293246723, , , , ,2/24/2016,6:03:42 PM, , ,05/06/2017 14:44:53, , ,ped
160550249, , , , ,-7917646.7613721145,5206425.118796689, , , , ,2/24/2016,6:24:45 PM, , ,05/06/2017 14:44:53, , ,mv
160550251, , , , ,-7909072.822871726,5214023.961606336, , , , ,2/24/2016,6:26:27 PM, , ,05/06/2017 14:44:53, , ,ped
160550258, , , , ,-7914132.627686752,5204170.399184572, , , , ,2/24/2016,6:36:14 PM, , ,05/06/2017 14:44:53, , ,mv
160550258, , , , ,-7914132.627686752,5204170.399184572, , , , ,2/24/2016,6:37:04 PM, , ,05/06/2017 14:44:53, , ,mv
160550261, , , , ,-7911619.033584639,5207795.640025829, , , , ,2/24/2016,6:44:05 PM, , ,05/06/2017 14:44:53, , ,mv
160550274, , , , ,-7914189.957224512,5210752.305905552, , , , ,2/24/2016,7:28:44 PM, , ,05/06/2017 14:44:53, , ,mv
160550286, , , , ,-7911816.625680799,5213743.184113816, , , , ,2/24/2016,8:33:19 PM, , ,05/06/2017 14:44:53, , ,ped
160550300, , , , ,-7911646.640818357,5206542.519771737, , , , ,2/24/2016,9:23:03 PM, , ,05/06/2017 14:44:53, , ,mv
160550338, , , , ,-7919677.674162148,5201936.826266183, , , , ,2/24/2016,11:37:50 PM, , ,05/06/2017 14:44:53, , ,mv
160560040, , , , ,-7910355.000766683,5203274.348996278, , , , ,2/25/2016,5:29:17 AM, , ,05/06/2017 14:44:53, , ,ped
160560069, , , , ,-7912878.502303476,5203077.09390634, , , , ,2/25/2016,8:05:49 AM, , ,05/06/2017 14:44:53, , ,mv
160560076, , , , ,-7914617.201430175,5208590.34714079, , , , ,2/25/2016,8:14:41 AM, , ,05/06/2017 14:44:53, , ,mv
160560080, , , , ,-7913946.94677611,5205407.102609477, , , , ,2/25/2016,8:30:11 AM, , ,05/06/2017 14:44:53, , ,mv
160560092, , , , ,-7912731.003978174,5207266.67511982, , , , ,2/25/2016,9:11:38 AM, , ,05/06/2017 14:44:53, , ,mv
160560144, , , , ,-7917190.240140371,5207345.852392668, , , , ,2/25/2016,11:03:12 AM, , ,05/06/2017 14:44:53, , ,mv
160560172, , , , ,-7910652.4464460835,5213692.874005043, , , , ,2/25/2016,12:20:05 PM, , ,05/06/2017 14:44:53, , ,bike
160560185, , , , ,-7910027.276185787,5215545.335964032, , , , ,2/25/2016,1:01:05 PM, , ,05/06/2017 14:44:53, , ,ped
160560188, , , , ,-7909106.886635908,5211142.321058154, , , , ,2/25/2016,12:59:59 PM, , ,05/06/2017 14:44:53, , ,mv
160560207, , , , ,-7909106.886635908,5211142.321058154, , , , ,2/25/2016,1:56:54 PM, , ,05/06/2017 14:44:53, , ,mv
160560210, , , , ,-7910437.822467832,5214028.329991476, , , , ,2/25/2016,1:59:08 PM, , ,05/06/2017 14:44:53, , ,ped
160560240, , , , ,-7910595.005588833,5214481.297281219, , , , ,2/25/2016,3:18:17 PM, , ,05/06/2017 14:44:53, , ,bike
160560243, , , , ,-7910418.1189179635,5216902.712530909, , , , ,2/25/2016,3:28:48 PM, , ,05/06/2017 14:44:53, , ,mv
160560254, , , , ,-7913392.575711958,5208626.930262847, , , , ,2/25/2016,3:59:13 PM, , ,05/06/2017 14:44:53, , ,mv
160560276, , , , ,-7912921.13766845,5207858.563826892, , , , ,2/25/2016,4:57:13 PM, , ,05/06/2017 14:44:53, , ,mv
160560312, , , , ,-7910336.410411719,5215506.466242081, , , , ,2/25/2016,7:04:01 PM, , ,05/06/2017 14:44:53, , ,bike
160560319, , , , ,-7910650.331375757,5210408.081936103, , , , ,2/25/2016,7:17:10 PM, , ,05/06/2017 14:44:53, , ,ped
160560363, , , , ,-7910815.418180604,5213374.149108422, , , , ,2/25/2016,9:44:09 PM, , ,05/06/2017 14:44:53, , ,ped
160570058, , , , ,-7914381.204109694,5208896.716331736, , , , ,2/26/2016,7:10:00 AM, , ,05/06/2017 14:44:53, , ,mv
160570088, , , , ,-7917510.172356912,5199071.341251961, , , , ,2/26/2016,9:06:20 AM, , ,05/06/2017 14:44:53, , ,mv
160570126, , , , ,-7910976.386164291,5206009.260120267, , , , ,2/26/2016,10:23:21 AM, , ,05/06/2017 14:44:53, , ,ped
160570172, , , , ,-7912554.673904759,5211784.450491895, , , , ,2/26/2016,1:04:09 PM, , ,05/06/2017 14:44:53, , ,ped
160570318, , , , ,-7918467.519977733,5196764.841078138, , , , ,2/26/2016,6:44:45 PM, , ,05/06/2017 14:44:53, , ,ped
160570335, , , , ,-7912520.944099048,5210846.570644392, , , , ,2/26/2016,7:24:56 PM, , ,05/06/2017 14:44:53, , ,mv
160570350, , , , ,-7911424.00183677,5202837.1132705705, , , , ,2/26/2016,8:09:16 PM, , ,05/06/2017 14:44:53, , ,mv
160570350, , , , ,-7911424.00183677,5202837.1132705705, , , , ,2/26/2016,8:10:13 PM, , ,05/06/2017 14:44:53, , ,mv
160570355, , , , ,-7910833.674577093,5217370.584733845, , , , ,2/26/2016,8:16:55 PM, , ,05/06/2017 14:44:53, , ,mv
160570382, , , , ,-7912340.829162943,5205567.082240118, , , , ,2/26/2016,10:16:22 PM, , ,05/06/2017 14:44:53, , ,mv
160570389, , , , ,-7912560.239879299,5207095.377504585, , , , ,2/26/2016,10:36:05 PM, , ,05/06/2017 14:44:53, , ,mv
160570389, , , , ,-7912560.239879299,5207095.377504585, , , , ,2/26/2016,10:44:03 PM, , ,05/06/2017 14:44:53, , ,mv
